sentence1,sentence2,similarity,predicted_similarity
The piano isn't being played by anyone,The piano is being played by someone,3.75,3.133858
A man is pushing the buttons of a microwave,The buttons of a microwave are being pushed by a man,4.75,3.1603224
A man is pushing the buttons of a microwave,One man is powering the microwave,3.875,2.9101248
A flute is being played in a lovely way by a girl,A flute is being played by a girl,4.5,4.345929
The play is about a happy boy playing the piano,A boy is happily playing the piano,2.25,4.160314
A piano is being played by a man,A piano is being played by a person,4.25,4.4941816
A boy is happily playing the piano,A piano is being played by a person,4.125,3.5545652
A piano is being played by a man,One boy is happily playing a piano,2.75,2.792732
A cheetah is shaken off by its prey across a field.,A cheetah is quickly running behind its prey.,3.375,3.4780056
A lion is tiring the whole pen by pacing,A lion is pacing tiredly in a pen,3.5,4.4435024
A lion is slowly walking,A lion is tiring the whole pen by pacing,3.875,2.8477557
The loud man is not allowed to play the guitar,A man is playing the guitar loudly,2.0,3.2791007
A man is playing the guitar loudly,A flute isn't being played by a man,1.75,1.742605
There is no cook slicing some bell peppers,The person is dicing up a pepper which is orange,3.0,2.368531
Some tofu is being sliced by one woman,Tofu is being sliced by a woman,4.875,4.7093363
"The girl, who is little, is carefully combing her hair into a pony tail","The girl, who is little, is combing her hair into a pony tail.",4.5,4.1303935
One man is sitting steadily on the chair,One man is sitting on the chair,4.25,3.4745011
A man is removing the butter from a piece of bread which is big,A man is spreading butter on a piece of bread which is big,3.875,3.032458
The man isn't smearing butter on bread ,A man is spreading butter on a piece of bread which is big,3.0,2.740223
The parrot is talking into the microphone,The parrot is silent in front of the microphone,3.25,2.9192905
The microphone in front of the talking parrot is being muted,The parrot is talking into the microphone,3.75,3.389631
A parrot is speaking,There is no parrot speaking,3.375,3.177934
The parrot is talking into the microphone,A parrot is speaking,4.25,3.6631284
A few kittens are eating,Some kittens are eating,4.75,4.0198555
The food on the trays isn't being eaten by the kittens,Some kittens are eating,2.25,3.4042864
A person is singing and playing the guitar,There is no person singing and playing the guitar,3.875,3.098756
A man is passionately playing a guitar,A person is singing and playing a guitar,4.0,3.4210525
A few animals are out of the water,A few animals are playing in the water,3.25,3.33736
A few animals are playing in the water,Nobody is playing ping pong,0.0,1.5087333
The windows are being cleaned by a man,The man isn't driving a car,0.875,0.06974072
A chimp is angrily kicking a target,A chimp is missing the target,2.75,3.2805269
The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can,4.875,3.9231594
The kitten is eagerly drinking some milk from the bowl,One small child is filling the cup with water,0.4999999999999999,1.3589692
One small child is drinking water from the cup,The kitten is eagerly drinking some milk from the bowl,0.4999999999999999,0.9674
A woman is carefully removing her makeup,A woman is putting on makeup carefully,2.25,3.7959826
A woman is putting on makeup carefully,The band is singing loudly,0.0,0.63782173
A woman is putting on makeup carefully,The band is singing ,0.0,0.31632146
"The woman is playing a guitar, which is acoustic, and singing",One person is playing the guitar and singing,4.25,3.8280363
"The woman is playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing,4.625,3.9251947
A girl is playing the guitar,A girl is not playing the guitar,2.875,3.118918
A girl is playing the guitar,One man is intensely playing a guitar,2.75,3.1380942
A young woman is playing the guitar,The man is intensely playing the guitar,3.0,3.522309
The horse is being ridden by a man,A man is riding the animal,4.25,3.942426
A man is riding the horse,A man is riding a motorbike,1.75,1.6916102
The horse is being ridden by a man,A man is riding a motorbike,1.375,1.6384022
The man isn't doing a magic trick,The man is doing a magic trick,3.25,3.3125138
A man is dangerously throwing knives at the tree,The man is doing a magic trick,1.875,1.6427757
The practicing person doesn't like the guitar,The person is practicing the guitar,2.875,3.0822701
The guitar is being played by a girl,The person is practicing the guitar,3.5,3.8840997
The boy is playing in the mud,The boy isn't playing in the mud,3.0,3.1294756
Mud is being thrown to the playing boy,The boy is playing in the mud,3.375,3.2292728
The boy is playing in the mud,There is no cat playing with a device,0.2499999999999999,0.62146956
A lady is cutting up some meat,The woman is eating some cut pieces of raw meat,3.0,4.120008
A man is ignoring a girl via an internet camera,A boy in his teens is talking to a girl with a webcam,2.75,2.125525
One man is talking to a girl with an internet camera,The teens are talking to a boy and a girl with a webcam,2.625,3.3894553
Eggs are being strongly whisked in a bowl by a person,A person is strongly whisking eggs in a bowl,4.75,4.347536
"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",A woman is beating two eggs in a bowl and using a whisk made of wire,2.75,4.2124944
A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs,2.875,3.142455
The man is granting an interview,A man's white car is being driven away,0.1250000000000001,0.3531855
The man is granting an interview,A white car is being driven by the man,0.2499999999999999,0.5814379
There is no rope being climbed by a man,A rope is being climbed by a man,3.5,3.6292675
A cord is being climbed by a man,A man is slicing the carrot with a machine,0.1250000000000001,0.18386725
There is no cat hungrily drinking milk,The cat is hungrily drinking milk,3.375,3.5680637
The cat isn't licking milk from a saucer,The cat is hungrily drinking milk,4.125,3.2327278
The cat is hungrily drinking milk,A lick of milk sauce is being given to the cat,3.375,3.6640322
A small boy is playing with a dog,The small boy is playing with the dog,5.0,3.8529708
A woman is peeling a potato,The man is slicing some potatoes,2.625,1.9546016
A potato peel is falling over a woman,The man is slicing potatoes,1.5000000000000002,1.851243
The man is slicing potatoes,A woman is peeling a potato,3.0,2.7813432
A man is taking pictures of a lake,A man is tearing up the pictures of a lake,3.0,3.3423886
The man is setting up the camera and taking sunset pictures at the beach,The man is putting away the camera and walks away from the beach,3.125,2.9481394
A man is taking pictures of a lake,The man is setting up the camera and takes pictures of the sunset at the beach,3.5,2.2489583
A woman is using a sewing machine,There is no woman using a sewing machine,3.875,3.6247225
A woman is sewing with a machine,A woman is using a sewing machine,4.875,4.295299
A woman is cracking an egg into a bowl,There is no woman cracking an egg into a bowl,3.5,3.347705
A woman is cracking an egg into a bowl,The woman is not cracking two eggs into a glass bowl,2.5,2.8613315
The woman is cracking two eggs into a glass bowl,There is no woman cracking an egg into a bowl,3.5,3.1845438
A few men are watching cricket,A few men are playing cricket,3.25,4.263574
People are playing cricket,A few men are playing cricket,4.625,3.0570579
A man is putting garlic on some bread slices,A man is removing the garlic from some slices of bread,2.70625,3.5626147
A man is putting garlic on some slices of bread,A man is sprinkling seasoning on several sliced and buttered loaves of bread,4.125,2.894507
A man is sprinkling seasoning on several sliced and buttered loaves of bread,A man is slicing some garlic and putting away the bread,2.5,3.1156435
Two kids are playing in a swimming pool with a green colored crocodile float,Two kids are playing in a swimming pool with a crocodile float that is green,4.75,4.0679674
An inflatable crocodile is being pushed by two kids in a pool,Two kids are pushing an inflatable crocodile in a pool,5.0,3.8167934
Two kids are pushing an inflatable crocodile in a pool,Two kids are pushing past a crocodile in an inflatable pool,2.75,3.8351498
Someone is falling off the horse,Someone is falling off a horse,4.75,3.7441957
A woman is tapping her fingers nervously,A woman is tapping her fingers,4.5,4.0521526
